171 952.161499 192.168.1.9 1283 192.206.148.131 80 336 4 3 247 4 3 583 8 952.314148 0.152649 S2F1G0 -1471222 291
172 952.172729 192.168.1.9 1284 192.206.148.131 80 341 4 3 784 4 3 1125 8 952.320435 0.147705 S2F1G0 -1471233 828
173 952.671570 192.168.1.9 1285 192.206.148.131 80 349 4 3 312 4 3 661 8 952.823853 0.152283 S2F1G0 -1471732 356
174 952.978210 192.168.1.9 1286 192.206.148.131 80 274 11 10 12875 12 2 13149 23 953.462891 0.484680 S2F1G0 -1472038 12420
175 968.724487 192.168.1.9 1287 192.206.148.133 80 -694 91 90 122417 100 5 121723 191 976.679565 7.955078 S2F2G0 394 122830
176 969.763245 192.168.1.9 1288 192.206.148.133 80 334 5 4 82 4 3 416 9 970.228210 0.464966 S2F2G0 390 126
177 970.093933 192.168.1.9 1289 66.218.75.184 80 270 13 12 16189 13 1 16459 26 970.383972 0.290039 S2F1G0 -1489071 16060
178 971.630066 192.168.1.9 1290 192.206.148.131 80 341 4 3 775 4 3 1116 8 971.790894 0.160828 S2F1G0 -1490607 819
179 971.844910 192.168.1.9 1291 192.206.148.131 80 260 11 10 13981 13 2 14241 24 972.262512 0.417603 S2F1G0 -1490822 12420
180 972.139709 192.168.1.9 1292 192.206.148.131 80 339 5 4 369 4 3 708 9 975.306824 3.167114 S3F1G0 -1491117 413
181 972.584656 192.168.1.9 1293 192.206.148.131 80 323 6 5 2720 5 2 3043 11 975.922363 3.337708 S3F1G0 -1491562 2760
182 975.971375 192.168.1.9 1294 192.206.148.131 80 349 4 3 1019 4 3 1368 8 976.174194 0.202820 S2F1G0 -1494949 1063
183 976.447876 192.168.1.9 1295 192.206.148.131 80 351 4 3 570 5 4 921 9 976.597107 0.149231 S2F2G0 -1495425 626
184 980.626038 192.168.1.9 1296 192.206.148.131 80 446 4 3 100 4 3 546 8 980.839233 0.213196 S2F1G0 -1499604 144
185 1010.374451 192.168.1.9 1298 199.71.43.14 80 716 7 5 1268 3 1 1984 10 1011.265259 0.890808 S2X0G0 -1529011 2033247373
186 1011.076782 192.168.1.9 1299 199.71.43.14 80 376 4 3 408 2 1 784 6 1011.467224 0.390442 S2X0G0 -1529712 -2019093339
187 1020.564087 192.168.1.9 1301 206.16.0.219 80 -159 42 41 66244 49 3 66085 91 1021.661316 1.097229 S3F1G0 -1539114 65700
188 1021.194458 192.168.1.9 1303 206.16.0.219 80 324 5 4 420 4 3 744 9 1021.471985 0.277527 S2F1G0 -1539740 464
189 1021.530823 192.168.1.9 1304 206.16.1.93 80 480 5 4 310 4 3 790 9 1021.817627 0.286804 S2F1G0 -1540077 354
190 1022.208191 192.168.1.9 1306 206.16.1.239 80 333 5 4 279 4 3 612 9 1022.428162 0.219971 S2F1G0 -1540754 323
191 1022.651428 192.168.1.9 1308 208.38.45.182 80 2188 17 11 7680 12 4 9868 29 1525.038452 502.387024 S2F1G0 -1541198 7820
192 1022.661194 192.168.1.9 1309 208.38.45.182 80 -8 1 1 -80 10 10 -88 11 0.000000 -1022.661194 S11X0G0 -1541207 1904662047
